graph_id,seed_id,country,scenario_name,density_label,interbank_liability_scale,shock_multiplier,baseline_stable
seed_010_Spain_acute_physical_risk_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_010,Spain,acute_physical_risk,p30,1.0,1.0,True
seed_010_Spain_combined_transition_physical_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_010,Spain,combined_transition_physical,p30,1.0,1.0,True
seed_010_Ukraine_orderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_010,Ukraine,orderly_transition,p30,1.0,1.0,True
seed_010_Ukraine_disorderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_010,Ukraine,disorderly_transition,p30,1.0,1.0,True
seed_010_Ukraine_severe_disorderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_010,Ukraine,severe_disorderly_transition,p30,1.0,1.0,True
seed_010_Ukraine_acute_physical_risk_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_010,Ukraine,acute_physical_risk,p30,1.0,1.0,True
seed_010_Ukraine_combined_transition_physical_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_010,Ukraine,combined_transition_physical,p30,1.0,1.0,True
seed_010_United_States_of_America_orderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_010,United States of America,orderly_transition,p30,1.0,1.0,True
seed_010_United_States_of_America_disorderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_010,United States of America,disorderly_transition,p30,1.0,1.0,True
seed_010_United_States_of_America_severe_disorderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_010,United States of America,severe_disorderly_transition,p30,1.0,1.0,True
seed_010_United_States_of_America_acute_physical_risk_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_010,United States of America,acute_physical_risk,p30,1.0,1.0,True
seed_010_United_States_of_America_combined_transition_physical_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_010,United States of America,combined_transition_physical,p30,1.0,1.0,True
seed_010_Brazil_orderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Brazil,orderly_transition,p30,1.0,1.25,True
seed_010_Brazil_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Brazil,disorderly_transition,p30,1.0,1.25,True
seed_010_Brazil_severe_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Brazil,severe_disorderly_transition,p30,1.0,1.25,True
seed_010_Brazil_acute_physical_risk_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Brazil,acute_physical_risk,p30,1.0,1.25,True
seed_010_Brazil_combined_transition_physical_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Brazil,combined_transition_physical,p30,1.0,1.25,True
seed_010_Germany_orderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Germany,orderly_transition,p30,1.0,1.25,True
seed_010_Germany_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Germany,disorderly_transition,p30,1.0,1.25,True
seed_010_Germany_severe_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Germany,severe_disorderly_transition,p30,1.0,1.25,True
seed_010_Germany_acute_physical_risk_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Germany,acute_physical_risk,p30,1.0,1.25,True
seed_010_Germany_combined_transition_physical_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Germany,combined_transition_physical,p30,1.0,1.25,True
seed_010_Italy_orderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Italy,orderly_transition,p30,1.0,1.25,True
seed_010_Italy_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Italy,disorderly_transition,p30,1.0,1.25,True
seed_010_Italy_severe_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Italy,severe_disorderly_transition,p30,1.0,1.25,True
seed_010_Italy_acute_physical_risk_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Italy,acute_physical_risk,p30,1.0,1.25,True
seed_010_Italy_combined_transition_physical_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Italy,combined_transition_physical,p30,1.0,1.25,True
seed_010_Spain_orderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Spain,orderly_transition,p30,1.0,1.25,True
seed_010_Spain_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Spain,disorderly_transition,p30,1.0,1.25,True
seed_010_Spain_severe_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Spain,severe_disorderly_transition,p30,1.0,1.25,True
seed_010_Spain_acute_physical_risk_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Spain,acute_physical_risk,p30,1.0,1.25,True
seed_010_Spain_combined_transition_physical_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Spain,combined_transition_physical,p30,1.0,1.25,True
seed_010_Ukraine_orderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Ukraine,orderly_transition,p30,1.0,1.25,True
seed_010_Ukraine_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Ukraine,disorderly_transition,p30,1.0,1.25,True
seed_010_Ukraine_severe_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Ukraine,severe_disorderly_transition,p30,1.0,1.25,True
seed_010_Ukraine_acute_physical_risk_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Ukraine,acute_physical_risk,p30,1.0,1.25,True
seed_010_Ukraine_combined_transition_physical_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,Ukraine,combined_transition_physical,p30,1.0,1.25,True
seed_010_United_States_of_America_orderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,United States of America,orderly_transition,p30,1.0,1.25,True
seed_010_United_States_of_America_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,United States of America,disorderly_transition,p30,1.0,1.25,True
seed_010_United_States_of_America_severe_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,United States of America,severe_disorderly_transition,p30,1.0,1.25,True
seed_010_United_States_of_America_acute_physical_risk_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,United States of America,acute_physical_risk,p30,1.0,1.25,True
seed_010_United_States_of_America_combined_transition_physical_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_010,United States of America,combined_transition_physical,p30,1.0,1.25,True
seed_010_Brazil_orderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Brazil,orderly_transition,p30,1.0,1.5,True
seed_010_Brazil_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Brazil,disorderly_transition,p30,1.0,1.5,True
seed_010_Brazil_severe_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Brazil,severe_disorderly_transition,p30,1.0,1.5,True
seed_010_Brazil_acute_physical_risk_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Brazil,acute_physical_risk,p30,1.0,1.5,True
seed_010_Brazil_combined_transition_physical_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Brazil,combined_transition_physical,p30,1.0,1.5,True
seed_010_Germany_orderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Germany,orderly_transition,p30,1.0,1.5,True
seed_010_Germany_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Germany,disorderly_transition,p30,1.0,1.5,True
seed_010_Germany_severe_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Germany,severe_disorderly_transition,p30,1.0,1.5,True
seed_010_Germany_acute_physical_risk_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Germany,acute_physical_risk,p30,1.0,1.5,True
seed_010_Germany_combined_transition_physical_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Germany,combined_transition_physical,p30,1.0,1.5,True
seed_010_Italy_orderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Italy,orderly_transition,p30,1.0,1.5,True
seed_010_Italy_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Italy,disorderly_transition,p30,1.0,1.5,True
seed_010_Italy_severe_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Italy,severe_disorderly_transition,p30,1.0,1.5,True
seed_010_Italy_acute_physical_risk_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Italy,acute_physical_risk,p30,1.0,1.5,True
seed_010_Italy_combined_transition_physical_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Italy,combined_transition_physical,p30,1.0,1.5,True
seed_010_Spain_orderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Spain,orderly_transition,p30,1.0,1.5,True
seed_010_Spain_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Spain,disorderly_transition,p30,1.0,1.5,True
seed_010_Spain_severe_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Spain,severe_disorderly_transition,p30,1.0,1.5,True
seed_010_Spain_acute_physical_risk_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Spain,acute_physical_risk,p30,1.0,1.5,True
seed_010_Spain_combined_transition_physical_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Spain,combined_transition_physical,p30,1.0,1.5,True
seed_010_Ukraine_orderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Ukraine,orderly_transition,p30,1.0,1.5,True
seed_010_Ukraine_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Ukraine,disorderly_transition,p30,1.0,1.5,True
seed_010_Ukraine_severe_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Ukraine,severe_disorderly_transition,p30,1.0,1.5,True
seed_010_Ukraine_acute_physical_risk_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Ukraine,acute_physical_risk,p30,1.0,1.5,True
seed_010_Ukraine_combined_transition_physical_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,Ukraine,combined_transition_physical,p30,1.0,1.5,True
seed_010_United_States_of_America_orderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,United States of America,orderly_transition,p30,1.0,1.5,True
seed_010_United_States_of_America_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,United States of America,disorderly_transition,p30,1.0,1.5,True
seed_010_United_States_of_America_severe_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,United States of America,severe_disorderly_transition,p30,1.0,1.5,True
seed_010_United_States_of_America_acute_physical_risk_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,United States of America,acute_physical_risk,p30,1.0,1.5,True
seed_010_United_States_of_America_combined_transition_physical_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_010,United States of America,combined_transition_physical,p30,1.0,1.5,True
seed_011_Brazil_orderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Brazil,orderly_transition,p30,1.0,0.75,True
seed_011_Brazil_disorderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Brazil,disorderly_transition,p30,1.0,0.75,True
seed_011_Brazil_severe_disorderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Brazil,severe_disorderly_transition,p30,1.0,0.75,True
seed_011_Brazil_acute_physical_risk_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Brazil,acute_physical_risk,p30,1.0,0.75,True
seed_011_Brazil_combined_transition_physical_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Brazil,combined_transition_physical,p30,1.0,0.75,True
seed_011_Germany_orderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Germany,orderly_transition,p30,1.0,0.75,True
seed_011_Germany_disorderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Germany,disorderly_transition,p30,1.0,0.75,True
seed_011_Germany_severe_disorderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Germany,severe_disorderly_transition,p30,1.0,0.75,True
seed_011_Germany_acute_physical_risk_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Germany,acute_physical_risk,p30,1.0,0.75,True
seed_011_Germany_combined_transition_physical_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Germany,combined_transition_physical,p30,1.0,0.75,True
seed_011_Italy_orderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Italy,orderly_transition,p30,1.0,0.75,True
seed_011_Italy_disorderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Italy,disorderly_transition,p30,1.0,0.75,True
seed_011_Italy_severe_disorderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Italy,severe_disorderly_transition,p30,1.0,0.75,True
seed_011_Italy_acute_physical_risk_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Italy,acute_physical_risk,p30,1.0,0.75,True
seed_011_Italy_combined_transition_physical_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Italy,combined_transition_physical,p30,1.0,0.75,True
seed_011_Spain_orderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Spain,orderly_transition,p30,1.0,0.75,True
seed_011_Spain_disorderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Spain,disorderly_transition,p30,1.0,0.75,True
seed_011_Spain_severe_disorderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Spain,severe_disorderly_transition,p30,1.0,0.75,True
seed_011_Spain_acute_physical_risk_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Spain,acute_physical_risk,p30,1.0,0.75,True
seed_011_Spain_combined_transition_physical_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Spain,combined_transition_physical,p30,1.0,0.75,True
seed_011_Ukraine_orderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Ukraine,orderly_transition,p30,1.0,0.75,True
seed_011_Ukraine_disorderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Ukraine,disorderly_transition,p30,1.0,0.75,True
seed_011_Ukraine_severe_disorderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Ukraine,severe_disorderly_transition,p30,1.0,0.75,True
seed_011_Ukraine_acute_physical_risk_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Ukraine,acute_physical_risk,p30,1.0,0.75,True
seed_011_Ukraine_combined_transition_physical_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,Ukraine,combined_transition_physical,p30,1.0,0.75,True
seed_011_United_States_of_America_orderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,United States of America,orderly_transition,p30,1.0,0.75,True
seed_011_United_States_of_America_disorderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,United States of America,disorderly_transition,p30,1.0,0.75,True
seed_011_United_States_of_America_severe_disorderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,United States of America,severe_disorderly_transition,p30,1.0,0.75,True
seed_011_United_States_of_America_acute_physical_risk_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,United States of America,acute_physical_risk,p30,1.0,0.75,True
seed_011_United_States_of_America_combined_transition_physical_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_011,United States of America,combined_transition_physical,p30,1.0,0.75,True
seed_011_Brazil_orderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_011,Brazil,orderly_transition,p30,1.0,1.0,True
seed_011_Brazil_disorderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_011,Brazil,disorderly_transition,p30,1.0,1.0,True
seed_011_Brazil_severe_disorderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_011,Brazil,severe_disorderly_transition,p30,1.0,1.0,True
seed_011_Brazil_acute_physical_risk_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_011,Brazil,acute_physical_risk,p30,1.0,1.0,True
seed_011_Brazil_combined_transition_physical_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_011,Brazil,combined_transition_physical,p30,1.0,1.0,True
